tx_name	gene_id	chrom	strand	nexon	tx_len	cds_len	utr5_len	utr3_len	gene_biotype	gene_name	gene_source	protein_id	transcript_biotype	transcript_name	transcript_source	ensembl_canonical	seleno
XM_016917030	LOC107965687	CM009946.2	+	2	1067	273	615	179	protein_coding		RefSeq	XP_016772519	protein_coding		RefSeq	False	False
XM_016917029	LOC107965687	CM009946.2	+	2	669	324	166	179	protein_coding		RefSeq	XP_016772518	protein_coding		RefSeq	True	False
XM_016917059	LOC550989	CM009946.2	-	8	1197	882	300	15	protein_coding		RefSeq	XP_016772548	protein_coding		RefSeq	False	False
XR_003306221	LOC550989	CM009946.2	-	9	1443	0	0	0	protein_coding		RefSeq		nontranslating_CDS		RefSeq	False	False
XM_026445723	LOC550989	CM009946.2	-	10	1533	1101	300	132	protein_coding		RefSeq	XP_026301508	protein_coding		RefSeq	True	False
XM_026445726	LOC550989	CM009946.2	-	10	1462	1005	300	157	protein_coding		RefSeq	XP_026301511	protein_coding		RefSeq	False	False
XR_003306220	LOC550989	CM009946.2	-	9	1491	0	0	0	protein_coding		RefSeq		nontranslating_CDS		RefSeq	False	False
XM_026445725	LOC550989	CM009946.2	-	9	1448	1014	300	134	protein_coding		RefSeq	XP_026301510	protein_coding		RefSeq	False	False
XM_016917056	LOC550989	CM009946.2	-	10	1424	981	300	143	protein_coding		RefSeq	XP_016772545	protein_coding		RefSeq	False	False
XM_016917057	LOC550989	CM009946.2	-	8	1549	951	300	298	protein_coding		RefSeq	XP_016772546	protein_coding		RefSeq	False	False
XM_026445728	LOC550989	CM009946.2	-	8	1325	939	300	86	protein_coding		RefSeq	XP_026301513	protein_coding		RefSeq	False	False
XM_026445727	LOC550989	CM009946.2	-	10	1438	981	300	157	protein_coding		RefSeq	XP_026301512	protein_coding		RefSeq	False	False
XM_026445724	LOC550989	CM009946.2	-	9	1411	1026	300	85	protein_coding		RefSeq	XP_026301509	protein_coding		RefSeq	False	False
XR_120113	LOC100578474	CM009946.2	+	3	2892	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	True	False
XM_026445937	LOC409424	CM009946.2	+	8	1946	1506	28	412	protein_coding		RefSeq	XP_026301722	protein_coding		RefSeq	False	False
XM_006557719	LOC409424	CM009946.2	+	9	2541	1695	434	412	protein_coding		RefSeq	XP_006557782	protein_coding		RefSeq	False	False
XM_006557717	LOC409424	CM009946.2	+	9	2338	1743	183	412	protein_coding		RefSeq	XP_006557780	protein_coding		RefSeq	False	False
XM_006557721	LOC409424	CM009946.2	+	6	2297	1602	283	412	protein_coding		RefSeq	XP_006557784	protein_coding		RefSeq	False	False
XM_006557715	LOC409424	CM009946.2	+	9	2344	1749	183	412	protein_coding		RefSeq	XP_006557778	protein_coding		RefSeq	False	False
XM_006557716	LOC409424	CM009946.2	+	9	2345	1749	184	412	protein_coding		RefSeq	XP_006557779	protein_coding		RefSeq	True	False
XM_006557722	LOC409424	CM009946.2	+	6	2430	1602	416	412	protein_coding		RefSeq	XP_006557785	protein_coding		RefSeq	False	False
XM_006557720	LOC409424	CM009946.2	+	6	2226	1641	173	412	protein_coding		RefSeq	XP_006557783	protein_coding		RefSeq	False	False
XM_006557728	LOC409424	CM009946.2	+	5	2181	1437	332	412	protein_coding		RefSeq	XP_006557791	protein_coding		RefSeq	False	False
XM_026445938	LOC409424	CM009946.2	+	8	2041	1500	129	412	protein_coding		RefSeq	XP_026301723	protein_coding		RefSeq	False	False
XM_006557723	LOC409424	CM009946.2	+	6	2425	1602	411	412	protein_coding		RefSeq	XP_006557786	protein_coding		RefSeq	False	False
XM_006557727	LOC409424	CM009946.2	+	5	2133	1464	257	412	protein_coding		RefSeq	XP_006557790	protein_coding		RefSeq	False	False
XM_006557724	LOC409424	CM009946.2	+	8	2047	1506	129	412	protein_coding		RefSeq	XP_006557787	protein_coding		RefSeq	False	False
XM_016917050	LOC409424	CM009946.2	+	9	2536	1695	429	412	protein_coding		RefSeq	XP_016772539	protein_coding		RefSeq	False	False
XM_006557718	LOC409424	CM009946.2	+	9	2408	1695	301	412	protein_coding		RefSeq	XP_006557781	protein_coding		RefSeq	False	False
XM_026445753	LOC107966034	CM009946.2	+	7	964	906	11	47	protein_coding		RefSeq	XP_026301538	protein_coding		RefSeq	False	False
XM_026445752	LOC107966034	CM009946.2	+	8	1081	1023	11	47	protein_coding		RefSeq	XP_026301537	protein_coding		RefSeq	True	False
XM_026445780	LOC113219304	CM009946.2	-	5	1097	834	35	228	protein_coding		RefSeq	XP_026301565	protein_coding		RefSeq	True	False
XM_003249804	LOC100576544	CM009946.2	+	3	1202	1044	98	60	protein_coding		RefSeq	XP_003249852	protein_coding		RefSeq	True	False
XM_003249805	LOC100576544	CM009946.2	+	3	1001	888	98	15	protein_coding		RefSeq	XP_003249853	protein_coding		RefSeq	False	False
XM_624693	LOC552318	CM009946.2	-	6	630	444	85	101	protein_coding		RefSeq	XP_624696	protein_coding		RefSeq	False	False
XM_006559402	LOC552318	CM009946.2	-	6	630	444	86	100	protein_coding		RefSeq	XP_006559465	protein_coding		RefSeq	True	False
GeneID_100315657_t1	GeneID_100315657	CM009946.2	+	1	21	0	0	0	pre_miRNA	Mir10	RefSeq		miRNA	Mir10_t1	RefSeq	False	False
NR_034282	GeneID_100315657	CM009946.2	+	1	100	0	0	0	pre_miRNA	Mir10	RefSeq		pre_miRNA		RefSeq	True	False
XM_623502	LOC551106	CM009946.2	-	4	663	516	135	12	protein_coding		RefSeq	XP_623505	protein_coding		RefSeq	True	False
XM_397291	LOC413852	CM009946.2	+	6	1723	915	524	284	protein_coding		RefSeq	XP_397291	protein_coding		RefSeq	True	False
XM_016916940	LOC413852	CM009946.2	+	6	1177	849	44	284	protein_coding		RefSeq	XP_016772429	protein_coding		RefSeq	False	False
XM_016917127	LOC725315	CM009946.2	+	3	622	270	175	177	protein_coding		RefSeq	XP_016772616	protein_coding		RefSeq	False	False
XM_001119960	LOC725315	CM009946.2	+	3	592	354	188	50	protein_coding		RefSeq	XP_001119960	protein_coding		RefSeq	True	False
XM_016916949	LOC100577697	CM009946.2	-	7	2005	1164	476	365	protein_coding		RefSeq	XP_016772438	protein_coding		RefSeq	False	False
XM_016916948	LOC100577697	CM009946.2	-	7	4523	1542	2616	365	protein_coding		RefSeq	XP_016772437	protein_coding		RefSeq	True	False
XM_026445918	LOC409228	CM009946.2	+	7	2668	1560	1027	81	protein_coding		RefSeq	XP_026301703	protein_coding		RefSeq	False	False
XM_026445919	LOC409228	CM009946.2	+	6	3943	1560	1240	1143	protein_coding		RefSeq	XP_026301704	protein_coding		RefSeq	True	False
XR_003306333	LOC113219322	CM009946.2	+	2	1007	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	True	False
XR_003306214	LOC113219293	CM009946.2	-	2	550	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	True	False
XR_003306213	LOC113219293	CM009946.2	-	3	487	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	False	False
XM_016916936	LOC551429	CM009946.2	-	6	1169	1074	70	25	protein_coding		RefSeq	XP_016772425	protein_coding		RefSeq	False	False
XM_026445777	LOC551429	CM009946.2	-	5	1341	1074	242	25	protein_coding		RefSeq	XP_026301562	protein_coding		RefSeq	True	False
XM_006561384	LOC551429	CM009946.2	-	5	1239	1074	140	25	protein_coding		RefSeq	XP_006561447	protein_coding		RefSeq	False	False
XM_623899	LOC551505	CM009946.2	-	4	1178	759	128	291	protein_coding		RefSeq	XP_623902	protein_coding		RefSeq	True	False
XR_001705994	LOC107965703	CM009946.2	-	2	1884	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	True	False
XM_006561405	LOC413119	CM009946.2	-	12	2325	1677	572	76	protein_coding		RefSeq	XP_006561468	protein_coding		RefSeq	False	False
XM_006561404	LOC413119	CM009946.2	-	12	2439	1698	571	170	protein_coding		RefSeq	XP_006561467	protein_coding		RefSeq	True	False
XM_006561407	LOC100578237	CM009946.2	+	14	4380	4158	215	7	protein_coding		RefSeq	XP_006561470	protein_coding		RefSeq	True	False
XR_001706095	LOC107965724	CM009946.2	-	4	2146	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	False	False
XR_001706094	LOC107965724	CM009946.2	-	3	2237	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	True	False
GeneID_107965737_t1	GeneID_107965737	CM009946.2	+	1	74	0	0	0	tRNA	TRNAT-AGU-4	RefSeq		tRNA	TRNAT-AGU-4_t1	RefSeq	True	False
GeneID_100629007_t1	GeneID_100629007	CM009946.2	-	1	24	0	0	0	pre_miRNA	Mir3760	RefSeq		miRNA	Mir3760_t1	RefSeq	False	False
NR_130405	GeneID_100629007	CM009946.2	-	1	134	0	0	0	pre_miRNA	Mir3760	RefSeq		pre_miRNA		RefSeq	True	False
XM_397213	LOC413774	CM009946.2	-	5	1455	807	33	615	protein_coding		RefSeq	XP_397213	protein_coding		RefSeq	True	False
XM_624984	LOC552610	CM009946.2	-	3	586	369	130	87	protein_coding		RefSeq	XP_624987	protein_coding		RefSeq	True	False
XM_026445907	LOC113219326	CM009946.2	+	3	330	330	0	0	protein_coding		RefSeq	XP_026301692	protein_coding		RefSeq	True	False
XM_001120412	LOC725566	CM009946.2	-	4	883	606	188	89	protein_coding		RefSeq	XP_001120412	protein_coding		RefSeq	True	False
XR_003306212	LOC102656417	CM009946.2	-	3	764	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	True	False
NM_001097154	GeneID_726117	CM009946.2	+	5	1766	744	158	864	protein_coding	Tpi	RefSeq	NP_001090623	protein_coding		RefSeq	True	False
GeneID_107965740_t1	GeneID_107965740	CM009946.2	-	1	73	0	0	0	tRNA	TRNAA-AGC-7	RefSeq		tRNA	TRNAA-AGC-7_t1	RefSeq	True	False
XM_006561411	LOC102653780	CM009946.2	+	2	2457	2277	43	137	protein_coding		RefSeq	XP_006561474	protein_coding		RefSeq	True	False
XM_026445930	LOC552100	CM009946.2	-	10	3898	2868	694	336	protein_coding		RefSeq	XP_026301715	protein_coding		RefSeq	False	False
XM_026445932	LOC552100	CM009946.2	-	10	3876	2847	693	336	protein_coding		RefSeq	XP_026301717	protein_coding		RefSeq	False	False
XM_026445933	LOC552100	CM009946.2	-	10	3878	2844	698	336	protein_coding		RefSeq	XP_026301718	protein_coding		RefSeq	False	False
XM_026445928	LOC552100	CM009946.2	-	11	3739	2874	529	336	protein_coding		RefSeq	XP_026301713	protein_coding		RefSeq	True	False
XM_026445934	LOC552100	CM009946.2	-	10	3205	2826	43	336	protein_coding		RefSeq	XP_026301719	protein_coding		RefSeq	False	False
XM_026445931	LOC552100	CM009946.2	-	10	3879	2853	690	336	protein_coding		RefSeq	XP_026301716	protein_coding		RefSeq	False	False
XM_026445929	LOC552100	CM009946.2	-	11	3698	2874	488	336	protein_coding		RefSeq	XP_026301714	protein_coding		RefSeq	False	False
XM_026445935	LOC552100	CM009946.2	-	10	3826	2799	691	336	protein_coding		RefSeq	XP_026301720	protein_coding		RefSeq	False	False
XM_006572149	LOC412388	CM009946.2	+	4	1880	933	323	624	protein_coding		RefSeq	XP_006572212	protein_coding		RefSeq	False	False
XM_623698	LOC412388	CM009946.2	+	3	2038	933	481	624	protein_coding		RefSeq	XP_623701	protein_coding		RefSeq	True	False
XM_016917013	LOC408562	CM009946.2	+	12	6117	2934	2890	293	protein_coding		RefSeq	XP_016772502	protein_coding		RefSeq	True	False
XM_016917014	LOC408562	CM009946.2	+	11	6054	2871	2890	293	protein_coding		RefSeq	XP_016772503	protein_coding		RefSeq	False	False
XM_006563152	LOC408562	CM009946.2	+	4	6299	2655	2890	754	protein_coding		RefSeq	XP_006563215	protein_coding		RefSeq	False	False
XM_006563151	LOC408562	CM009946.2	+	3	9063	2790	2890	3383	protein_coding		RefSeq	XP_006563214	protein_coding		RefSeq	False	False
XR_003306215	LOC113219294	CM009946.2	+	2	196	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	True	False
XR_001705918	LOC107965683	CM009946.2	+	4	6188	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	True	False
XR_001705917	LOC107965683	CM009946.2	+	3	4955	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	False	False
GeneID_726146M_001163463	GeneID_726146dufb2	CM009946.2	-	3	453	291	67	95	protein_coding	Ndufb2	RefSeq	NP_001156935	protein_coding	NM_001163463.1	RefSeq	True	False
XR_003306245	LOC102654837	CM009946.2	-	3	2937	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	True	False
XM_026445733	LOC408561	CM009946.2	-	10	2353	2169	15	169	protein_coding		RefSeq	XP_026301518	protein_coding		RefSeq	True	False
XM_397509	LOC408561	CM009946.2	-	11	2372	1992	211	169	protein_coding		RefSeq	XP_397509	protein_coding		RefSeq	False	False
XM_006557714	LOC409953	CM009946.2	-	11	3701	3273	93	335	protein_coding		RefSeq	XP_006557777	protein_coding		RefSeq	True	False
XR_003306232	LOC107965700	CM009946.2	-	3	822	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	True	False
XR_001706004	LOC107965714	CM009946.2	+	2	445	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	True	False
XM_003249105	LOC100576457	CM009946.2	+	2	636	513	64	59	protein_coding		RefSeq	XP_003249153	protein_coding		RefSeq	True	False
XM_016916922	LOC409952	CM009946.2	-	12	9336	7767	282	1287	protein_coding		RefSeq	XP_016772411	protein_coding		RefSeq	False	False
XM_026445860	LOC409952	CM009946.2	-	12	9125	7548	290	1287	protein_coding		RefSeq	XP_026301645	protein_coding		RefSeq	False	False
XM_016916921	LOC409952	CM009946.2	-	13	9372	7803	282	1287	protein_coding		RefSeq	XP_016772410	protein_coding		RefSeq	True	False
XM_001120728	LOC724827	CM009946.2	-	3	540	366	79	95	protein_coding		RefSeq	XP_001120728	protein_coding		RefSeq	True	False
XR_003306311	LOC102655582	CM009946.2	-	4	968	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	True	False
XR_003306310	LOC102655582	CM009946.2	-	3	885	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	False	False
XR_003306198	LOC113219291	CM009946.2	-	2	3299	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	True	False
XR_003306276	LOC113218528	CM009946.2	+	2	2065	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	False	False
XR_001706034	LOC113218528	CM009946.2	+	3	2163	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	True	False
XR_003306211	LOC100577109	CM009946.2	+	3	368	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	True	False
XM_026445781	LOC412513	CM009946.2	-	9	2038	1836	22	180	protein_coding		RefSeq	XP_026301566	protein_coding		RefSeq	True	False
XR_003306225	LOC113219299	CM009946.2	-	3	2833	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	True	False
XR_003306226	LOC113219299	CM009946.2	-	4	2642	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	False	False
XR_003306227	LOC113219299	CM009946.2	-	4	2594	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	False	False
XR_001705900	LOC107965671	CM009946.2	+	2	246	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	True	False
XM_026445721	LOC102655538	CM009946.2	-	5	1116	990	70	56	protein_coding		RefSeq	XP_026301506	protein_coding		RefSeq	True	False
GeneID_107965742_t1	GeneID_107965742	CM009946.2	-	1	72	0	0	0	tRNA	TRNAC-GCA-3	RefSeq		tRNA	TRNAC-GCA-3_t1	RefSeq	True	False
XM_016916953	LOC107965670	CM009946.2	+	3	1252	537	650	65	protein_coding		RefSeq	XP_016772442	protein_coding		RefSeq	True	False
XM_395497	LOC412031	CM009946.2	-	8	1871	1683	24	164	protein_coding		RefSeq	XP_395497	protein_coding		RefSeq	False	False
XM_006557701	LOC412031	CM009946.2	-	8	1901	1713	24	164	protein_coding		RefSeq	XP_006557764	protein_coding		RefSeq	True	False
XM_006557703	LOC412031	CM009946.2	-	6	1823	1602	57	164	protein_coding		RefSeq	XP_006557766	protein_coding		RefSeq	False	False
XM_006557702	LOC412031	CM009946.2	-	7	1844	1656	24	164	protein_coding		RefSeq	XP_006557765	protein_coding		RefSeq	False	False
XM_006557704	LOC412031	CM009946.2	-	8	1868	1557	147	164	protein_coding		RefSeq	XP_006557767	protein_coding		RefSeq	False	False
XR_003306218	LOC113219295	CM009946.2	+	2	2025	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	True	False
XR_003306217	LOC113219295	CM009946.2	+	2	1241	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	False	False
XR_409114	LOC102656015	CM009946.2	-	6	1881	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	True	False
XR_001705839	LOC102656015	CM009946.2	-	7	1849	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	False	False
XR_001705838	LOC102656015	CM009946.2	-	7	1868	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	False	False
XM_623643	LOC551252	CM009946.2	+	5	1399	1056	288	55	protein_coding		RefSeq	XP_623646	protein_coding		RefSeq	True	False
XR_003306282	LOC102653761	CM009946.2	-	6	1187	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	False	False
XR_003306283	LOC102653761	CM009946.2	-	5	1598	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	False	False
XR_003306284	LOC102653761	CM009946.2	-	6	1868	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	True	False
XM_016917113	LOC412187	CM009946.2	+	4	6135	1128	593	4414	protein_coding		RefSeq	XP_016772602	protein_coding		RefSeq	False	False
XM_016917111	LOC412187	CM009946.2	+	4	5708	1128	166	4414	protein_coding		RefSeq	XP_016772600	protein_coding		RefSeq	False	False
XM_016917110	LOC412187	CM009946.2	+	4	5704	1212	78	4414	protein_coding		RefSeq	XP_016772599	protein_coding		RefSeq	True	False
XM_016917112	LOC412187	CM009946.2	+	5	6036	1128	494	4414	protein_coding		RefSeq	XP_016772601	protein_coding		RefSeq	False	False
XM_395650	LOC412187	CM009946.2	+	4	5689	1200	75	4414	protein_coding		RefSeq	XP_395650	protein_coding		RefSeq	False	False
XM_624843	LOC552470	CM009946.2	+	4	1460	648	15	797	protein_coding		RefSeq	XP_624846	protein_coding		RefSeq	True	False
XM_623900	LOC551506	CM009946.2	+	3	4956	1143	1106	2707	protein_coding		RefSeq	XP_623903	protein_coding		RefSeq	False	False
XM_026445717	LOC551506	CM009946.2	+	2	5998	1143	2148	2707	protein_coding		RefSeq	XP_026301502	protein_coding		RefSeq	True	False
XM_396852	LOC413408	CM009946.2	-	10	4166	1734	1824	608	protein_coding		RefSeq	XP_396852	protein_coding		RefSeq	True	False
XM_006559404	LOC102656258	CM009946.2	+	2	1712	1608	83	21	protein_coding		RefSeq	XP_006559467	protein_coding		RefSeq	True	False
XM_006563102	LOC409176	CM009946.2	-	4	1883	1329	189	365	protein_coding		RefSeq	XP_006563165	protein_coding		RefSeq	True	False
XM_001122097	LOC726354	CM009946.2	-	5	5881	4608	97	1176	protein_coding		RefSeq	XP_001122097	protein_coding		RefSeq	True	False
XM_624074	LOC551686	CM009946.2	+	9	2962	1608	108	1246	protein_coding		RefSeq	XP_624077	protein_coding		RefSeq	True	False
XM_006557747	LOC412379	CM009946.2	+	13	3872	3819	53	0	protein_coding		RefSeq	XP_006557810	protein_coding		RefSeq	False	False
XM_026445711	LOC412379	CM009946.2	+	14	3958	3888	0	70	protein_coding		RefSeq	XP_026301496	protein_coding		RefSeq	False	False
XM_395837	LOC412379	CM009946.2	+	15	4039	3888	151	0	protein_coding		RefSeq	XP_395837	protein_coding		RefSeq	True	False
XM_006557746	LOC412379	CM009946.2	+	13	4184	3825	359	0	protein_coding		RefSeq	XP_006557809	protein_coding		RefSeq	False	False
XM_026445712	LOC412379	CM009946.2	+	14	4066	3819	151	96	protein_coding		RefSeq	XP_026301497	protein_coding		RefSeq	False	False
XR_409090	LOC102653621	CM009946.2	-	2	340	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	True	False
GeneID_732514_t1	GeneID_732514	CM009946.2	-	1	22	0	0	0	pre_miRNA	Miriab-4	RefSeq		miRNA	Miriab-4_t1	RefSeq	False	False
NR_031531	GeneID_732514	CM009946.2	-	1	85	0	0	0	pre_miRNA	Miriab-4	RefSeq		pre_miRNA		RefSeq	True	False
XM_006557764	LOC413386	CM009946.2	-	7	4495	3177	1125	193	protein_coding		RefSeq	XP_006557827	protein_coding		RefSeq	True	False
XM_026445833	LOC725662	CM009946.2	-	16	12642	11613	878	151	protein_coding		RefSeq	XP_026301618	protein_coding		RefSeq	False	False
XM_026445832	LOC725662	CM009946.2	-	16	12661	11634	876	151	protein_coding		RefSeq	XP_026301617	protein_coding		RefSeq	True	False
XM_026445706	LOC725395	CM009946.2	+	12	4883	4704	123	56	protein_coding		RefSeq	XP_026301491	protein_coding		RefSeq	True	False
XR_003306239	LOC113219303	CM009946.2	+	6	954	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	False	False
XR_003306243	LOC113219303	CM009946.2	+	7	789	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	False	False
XR_003306242	LOC113219303	CM009946.2	+	8	991	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	False	False
XR_003306244	LOC113219303	CM009946.2	+	6	749	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	False	False
XR_003306241	LOC113219303	CM009946.2	+	5	913	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	False	False
XR_003306240	LOC113219303	CM009946.2	+	7	1157	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	True	False
XM_006557706	LOC102654268	CM009946.2	-	2	482	414	41	27	protein_coding		RefSeq	XP_006557769	protein_coding		RefSeq	True	False
XM_026445840	LOC551214	CM009946.2	-	11	2502	1740	451	311	protein_coding		RefSeq	XP_026301625	protein_coding		RefSeq	False	False
XM_026445839	LOC551214	CM009946.2	-	12	2564	1797	456	311	protein_coding		RefSeq	XP_026301624	protein_coding		RefSeq	False	False
XM_026445837	LOC551214	CM009946.2	-	13	2629	1854	464	311	protein_coding		RefSeq	XP_026301622	protein_coding		RefSeq	True	False
XM_026445838	LOC551214	CM009946.2	-	12	2563	1797	455	311	protein_coding		RefSeq	XP_026301623	protein_coding		RefSeq	False	False
XM_016916999	LOC410637	CM009946.2	-	21	5761	5046	166	549	protein_coding		RefSeq	XP_016772488	protein_coding		RefSeq	False	False
XM_026445885	LOC410637	CM009946.2	-	19	5392	4614	180	598	protein_coding		RefSeq	XP_026301670	protein_coding		RefSeq	False	False
XM_016917005	LOC410637	CM009946.2	-	20	5468	4740	179	549	protein_coding		RefSeq	XP_016772494	protein_coding		RefSeq	False	False
XM_026445883	LOC410637	CM009946.2	-	19	5313	4749	15	549	protein_coding		RefSeq	XP_026301668	protein_coding		RefSeq	False	False
XM_026445882	LOC410637	CM009946.2	-	22	8239	4893	2797	549	protein_coding		RefSeq	XP_026301667	protein_coding		RefSeq	False	False
XM_016917003	LOC410637	CM009946.2	-	22	7970	4893	2528	549	protein_coding		RefSeq	XP_016772492	protein_coding		RefSeq	False	False
XM_016917006	LOC410637	CM009946.2	-	21	5153	4479	125	549	protein_coding		RefSeq	XP_016772495	protein_coding		RefSeq	False	False
XM_016917001	LOC410637	CM009946.2	-	21	5556	4899	108	549	protein_coding		RefSeq	XP_016772490	protein_coding		RefSeq	False	False
XM_006563116	LOC410637	CM009946.2	-	20	5658	4926	134	598	protein_coding		RefSeq	XP_006563179	protein_coding		RefSeq	False	False
XM_006563113	LOC410637	CM009946.2	-	21	5734	5052	133	549	protein_coding		RefSeq	XP_006563176	protein_coding		RefSeq	False	False
XM_016917004	LOC410637	CM009946.2	-	21	5763	4881	333	549	protein_coding		RefSeq	XP_016772493	protein_coding		RefSeq	False	False
